URL	Nom	Type	Rank	Location	Number of Comments	Note	Téléphone
https://www.tripadvisor.fr/Attraction_Review-g944503-d8368009-Reviews-Objectif_Raft-Montgenevre_Hautes_Alpes_Provence_Alpes_Cote_d_Azur.html	Objectif Raft	Kayak et canoë, Sports nautiques, Rafting et tubing	Nº 1 sur 18 choses à voir/à faire à Montgenevre	Montgenevre, France	123 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g187234-d14768725-Reviews-SeaZen-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html	seaZen	Circuits privés, Visites guidées, Locations de bateaux, Plus	Nº 1 sur 21 Excursions en bateau et sports nautiques à Nice	Nice, France	86 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g187212-d10136260-Reviews-South_Spirit-Avignon_Vaucluse_Provence_Alpes_Cote_d_Azur.html	South Spirit	Visites libres et locations, Circuits privés, Locations de matériel, Plus	Nº 1 sur 20 Activités de plein air à Avignon	Avignon, France	160 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g187223-d2208965-Reviews-Diamond_Diving-Golfe_Juan_Vallauris_Vallauris_French_Riviera_Cote_d_Azur_Provence.html	Diamond Diving	Plongée sous-marine et avec tuba	Nº 1 sur 13 Visites guidées à Vallauris Golfe-Juan	Vallauris Golfe-Juan, France	160 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g219218-d10663577-Reviews-Immersion_Canyon-Briancon_Hautes_Alpes_Provence_Alpes_Cote_d_Azur.html	Immersion Canyon	Descentes en rappel et canyoning	Nº 2 sur 23 Activités de plein air à Briançon	Briançon, France	148 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g187226-d13336931-Reviews-Vertical_Horizon-Hyeres_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html	Vertical Horizon	Observation de baleines et de dauphins	Nº 1 sur 54 Visites guidées à Hyères	Hyères, France	84 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g187234-d7797316-Reviews-Azur_Canyoning-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html	Azur canyoning	Descentes en rappel et canyoning	Nº 3 sur 118 Activités de plein air à Nice	Nice, France	319 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g672976-d6725570-Reviews-Jour_De_Raft-Le_Monetier_les_Bains_Hautes_Alpes_Provence_Alpes_Cote_d_Azur.html	Jour de Raft	Kayak et canoë, Stand up paddle, Rafting et tubing	Nº 1 sur 4 Visites guidées à Le Monetier-les-Bains	Le Monetier-les-Bains, France	96 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g677532-d12387558-Reviews-Verdon_Xp_The_Funny_Helmets-Castellane_Alpes_de_Haute_Provence_Provence_Alpes_Co.html	Verdon Xp & The Funny Helmets	Excursions d'une journée, Kayak et canoë, Visites sur le thème de la nature et des espaces sauvages, Plus	Nº 7 sur 22 Excursions en bateau et sports nautiques à Castellane	Castellane, France	182 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g187226-d6889804-Reviews-Route_du_Sud-Hyeres_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html	Route du Sud	Locations de bateaux	Nº 2 sur 54 Visites guidées à Hyères	Hyères, France	350 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g187212-d8442807-Reviews-Provans_Tours-Avignon_Vaucluse_Provence_Alpes_Cote_d_Azur.html	Provans Tours	Visites culturelles, Circuits privés, Visites historiques à la découverte du patrimoine, Plus	Nº 2 sur 20 Activités de plein air à Avignon	Avignon, France	113 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g196685-d7010297-Reviews-Promenade_a_Cheval_La_Marisma-Saintes_Maries_de_la_Mer_Bouches_du_Rhone_Provence_.html	Promenade à Cheval La Marisma	Autres activités de plein air	Nº 1 sur 42 Activités de plein air à Saintes-Maries de la Mer	Petite Route d Icard, 13460 Saintes-Maries de la Mer France	390 avis	5.0	+33 6 14 90 43 78
https://www.tripadvisor.fr/Attraction_Review-g562734-d8482431-Reviews-Canyon_River_Trip-La_Salle_les_Alpes_Hautes_Alpes_Provence_Alpes_Cote_d_Azur.html	Canyon River Trip	Descentes en rappel et canyoning, Kayak et canoë, Rafting et tubing	Nº 1 sur 7 Visites guidées à La Salle les Alpes	La Salle les Alpes, France	114 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g3134431-d12949821-Reviews-JMartini-Saint_Andre_d_Embrun_Hautes_Alpes_Provence_Alpes_Cote_d_Azur.html	JMartini	Descentes en rappel et canyoning, Locations de matériel, Balades à vélo	Nº 1 sur 2 choses à voir/à faire à Saint-André-d'Embrun	Saint-André-d'Embrun, France	102 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g635586-d8335632-Reviews-Verdon_e_Bike-La_Palud_sur_Verdon_Alpes_de_Haute_Provence_Provence_Alpes_Cote_d_A.html	Verdon-e-Bike	Visites libres et locations, Locations de matériel	Nº 1 sur 17 choses à voir/à faire à La-Palud-sur-Verdon	La-Palud-sur-Verdon, France	150 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g187242-d6611982-Reviews-Le_Brigantin_II-Saint_Tropez_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azu.html	Brigantin II	Locations de bateaux, Croisières	Nº 1 sur 29 Visites guidées à Saint-Tropez	Saint-Tropez, France	508 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g1165144-d8069601-Reviews-Blue_Addiction-La_Londe_Les_Maures_French_Riviera_Cote_d_Azur_Provence_Alpes_Cot.html	Blue Addiction	Sports nautiques, Plongée sous-marine et avec tuba	Nº 2 sur 9 Visites guidées à La Londe Les Maures	La Londe Les Maures, France	141 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g187218-d10640585-Reviews-SeaZen-Beaulieu_sur_Mer_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html	SeaZen	Circuits privés, Locations de bateaux, Visites écologiques, Plus	Nº 1 sur 15 Visites guidées à Beaulieu-sur-Mer	Beaulieu-sur-Mer, France	100 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g196685-d14775460-Reviews-Trott_Camargue_Maximus_Organisation-Saintes_Maries_de_la_Mer_Bouches_du_Rhone_Pr.html	Trott Camargue	Locations de matériel	Nº 2 sur 42 Activités de plein air à Saintes-Maries de la Mer	2 rue des Artisans, 13460 Saintes-Maries de la Mer France	126 avis	5.0	+33 4 90 49 88 09
https://www.tripadvisor.fr/Attraction_Review-g187247-d4406853-Reviews-Be_Free_To_Dive-Villeneuve_Loubet_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_.html	Be Free To Dive	Plongée sous-marine et avec tuba	Nº 1 sur 5 Visites guidées à Villeneuve-Loubet	Villeneuve-Loubet, France	129 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g196672-d6825708-Reviews-Pirat-Bandol_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html	Pirat	Croisières, Excursions d'une journée	Nº 1 sur 16 Visites guidées à Bandol	Bandol, France	210 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g196673-d8292247-Reviews-Calanc_O_Kayak_Paddle-Cassis_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azu.html	Calanc'O Kayak Paddle	Kayak et canoë, Sports nautiques, Stand up paddle	Nº 1 sur 31 Visites guidées à Cassis	Cassis, France	178 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g230043-d3472637-Reviews-Aventure_Bleue-Bormes_Les_Mimosas_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_.html	Aventure Bleue	Plongée sous-marine et avec tuba, Sports nautiques	Nº 1 sur 12 Visites guidées à Bormes-les-Mimosas	Bormes-les-Mimosas, France	259 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g196675-d12235442-Reviews-L_Eden_Boat-La_Ciotat_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html	L'Eden Boat	Excursions d'une journée, Locations de bateaux, Croisières	Nº 1 sur 30 Visites guidées à La Ciotat	La Ciotat, France	134 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g187253-d6516168-Reviews-Segway_21_Jump-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html	Segway 21 Jump	Visites en Segway, Visites culturelles, Locations de matériel	Nº 2 sur 115 Activités de plein air à Marseille	Marseille, France	427 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g666994-d4234511-Reviews-Tiki_Dive-Cavalaire_Sur_Mer_Var_Provence_Alpes_Cote_d_Azur.html	Tiki Dive	Plongée sous-marine et avec tuba	Nº 1 sur 15 Visites guidées à Cavalaire-Sur-Mer	Cavalaire-Sur-Mer, France	110 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g187218-d4921990-Reviews-Rent_a_Boat_by_Hour-Beaulieu_sur_Mer_French_Riviera_Cote_d_Azur_Provence_Alpes_Co.html	Rent a Boat by Hour	Locations de bateaux, Locations de matériel	Nº 2 sur 15 Visites guidées à Beaulieu-sur-Mer	Beaulieu-sur-Mer, France	119 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g187253-d4697625-Reviews-Bleu_Evasion-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html	Bleu Evasion	Croisières, Ferries	Nº 1 sur 60 Excursions en bateau et sports nautiques à Marseille	Marseille, France	515 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g187234-d1217555-Reviews-Nice_Cycle_Tours-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html	Nice Cycle Tours	Circuits privés, Balades à vélo, Visites historiques à la découverte du patrimoine, Plus	Nº 4 sur 118 Activités de plein air à Nice	Nice, France	837 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g187234-d6476307-Reviews-EBike_the_French_Riviera-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Az.html	eBike the French Riviera	Balades à vélo, Visites culturelles, Oenotourisme	Nº 3 sur 49 Restauration à Nice	Nice, France	150 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g616120-d3307638-Reviews-Centre_de_Randonnee_Equestre_Janssaud-Forcalquier_Alpes_de_Haute_Provence_Provenc.html	Centre de Randonnée Equestre Janssaud	Équitation et promenades	Nº 1 sur 19 choses à voir/à faire à Forcalquier	route de Fontienne, 04300, Forcalquier France	188 avis	4.5	+33 6 16 50 47 11
https://www.tripadvisor.fr/Attraction_Review-g1080032-d8015435-Reviews-Agathonis_Plongee-Agay_Saint_Raphael_French_Riviera_Cote_d_Azur_Provence_Alpes_C.html	Agathonis Plongee	Plongée sous-marine et avec tuba	Nº 2 sur 13 Visites guidées à Agay	Agay, France	98 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g187221-d4363870-Reviews-Folly_Too-Cannes_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html	Folly Too	Croisières	Nº 1 sur 77 Visites guidées à Cannes	Cannes, France	217 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g187209-d7209366-Reviews-Cyclo_Pub-Aix_en_Provence_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html	Cyclo Pub	Locations de matériel, Visites écologiques, Visites culturelles, Plus	Nº 1 sur 29 Activités de plein air à Aix-en-Provence	Aix-en-Provence, France	168 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g562735-d6886478-Reviews-Kart_Jet_Adventure-Les_Issambres_Roquebrune_sur_Argens_French_Riviera_Cote_d_Azur.html	Kart Jet Adventure	Croisières, Locations de bateaux	Nº 1 sur 12 choses à voir/à faire à Les Issambres	Les Issambres, France	241 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g219218-d4242925-Reviews-Serre_Chevalier_Sensation-Briancon_Hautes_Alpes_Provence_Alpes_Cote_d_Azur.html	Serre Chevalier Sensation	Autres activités de plein air	Nº 3 sur 23 Activités de plein air à Briançon	22, avenue Professeur Forgues, 05100 Briançon France	105 avis	5	+33 7 81 37 79 06
https://www.tripadvisor.fr/Attraction_Review-g187230-d7395362-Reviews-Cala_Rossa_Dream-Mandelieu_la_Napoule_French_Riviera_Cote_d_Azur_Provence_Alpes_C.html	Cala Rossa Dream	Baignade avec les dauphins, Observation de baleines et de dauphins	Nº 1 sur 15 Visites guidées à Mandelieu-La Napoule	Mandelieu-La Napoule, France	305 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g2195087-d12317988-Reviews-Terra_Incognita_Rafting-Puget_Theniers_French_Riviera_Cote_d_Azur_Provence_Alpe.html	Terra Incognita Rafting	Kayak et canoë	Nº 1 sur 4 choses à voir/à faire à Puget-Théniers	Puget-Théniers, France	95 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g187226-d5212583-Reviews-PlongeeO-Hyeres_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html	PlongeeO	Plongée sous-marine et avec tuba	Nº 3 sur 70 Activités de plein air à Hyères	Hyères, France	232 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g187234-d10509756-Reviews-UrbanMotion-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html	UrbanMotion	Visites libres et locations, Visites de la ville, Visites en Segway, Plus	Nº 6 sur 118 Activités de plein air à Nice	Nice, France	142 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g187253-d7390387-Reviews-Trolib-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html	Trolib	Visites libres et locations, Balades à vélo, Visites en Segway, Plus	Nº 3 sur 115 Activités de plein air à Marseille	Marseille, France	236 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g3693257-d10826114-Reviews-S_Quad-La_Motte_Var_Provence_Alpes_Cote_d_Azur.html	S-Quad	Circuits en 4x4, VTT et tout terrain, Randonnées	Nº 1 sur 10 choses à voir/à faire à La Motte	La Motte, France	116 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g230043-d5562656-Reviews-Aquabormes-Bormes_Les_Mimosas_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Az.html	Aquabormes	Plongée sous-marine et avec tuba	Nº 2 sur 12 Visites guidées à Bormes-les-Mimosas	Bormes-les-Mimosas, France	249 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g187217-d14028827-Reviews-What_To_Do_Riviera-Antibes_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html	What To Do Riviera	Circuits gourmands, Circuits privés, Visites guidées, Plus	Nº 1 sur 42 Visites guidées à Antibes	Antibes, France	100 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g187230-d12631450-Reviews-Black_Tenders-Mandelieu_la_Napoule_French_Riviera_Cote_d_Azur_Provence_Alpes_Cot.html	Black Tenders	Excursions d'une journée, Locations de bateaux, Plongée sous-marine et avec tuba	Nº 2 sur 15 Visites guidées à Mandelieu-La Napoule	Mandelieu-La Napoule, France	116 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g7371371-d12929052-Reviews-Banzai_Rafting-Saint_Clement_sur_Durance_Hautes_Alpes_Provence_Alpes_Cote_d_Azu.html	Banzai Rafting	Sports nautiques, Kayak et canoë, Rafting et tubing	Nº 1 sur 3 choses à voir/à faire à Saint-Clément-sur-Durance	Saint-Clément-sur-Durance, France	73 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g187234-d4567167-Reviews-C_I_P_de_Nice_Centre_International_de_Plongee-Nice_French_Riviera_Cote_d_Azur_Pro.html	C.I.P de Nice (Centre International de Plongée)	Plongée sous-marine et avec tuba	Nº 2 sur 21 Excursions en bateau et sports nautiques à Nice	Nice, France	212 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g187253-d8335639-Reviews-CIP_Marseille-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html	CIP Marseille	Locations de bateaux, Plongée sous-marine et avec tuba	Nº 2 sur 60 Excursions en bateau et sports nautiques à Marseille	Marseille, France	311 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g196675-d6756278-Reviews-Eden_Dive-La_Ciotat_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html	Eden Dive	Plongée sous-marine et avec tuba	Nº 2 sur 30 Visites guidées à La Ciotat	La Ciotat, France	145 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g187243-d3387409-Reviews-FunTrip-Tourrettes_sur_Loup_Alpes_Maritimes_Provence_Alpes_Cote_d_Azur.html	FunTrip	Descentes en rappel et canyoning	Nº 1 sur 19 choses à voir/à faire à Tourrettes-sur-Loup	Tourrettes-sur-Loup, France	193 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g187234-d6750534-Reviews-Ebike_Riviera_Tour-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html	Ebike Riviera Tour	Balades à vélo, Visites de la ville	Nº 8 sur 118 Activités de plein air à Nice	Nice, France	239 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g196673-d10584018-Reviews-Trolib-Cassis_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html	Trolib	Balades à vélo, Visites sur le thème de la nature et des espaces sauvages	Nº 2 sur 36 Activités de plein air à Cassis	Cassis, France	267 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g775260-d9808061-Reviews-Crescendo-Guillestre_Hautes_Alpes_Provence_Alpes_Cote_d_Azur.html	Crescendo	Parcours d'escalade, Descentes en rappel et canyoning	Nº 1 sur 17 choses à voir/à faire à Guillestre	Guillestre, France	92 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g187253-d10513255-Reviews-VitaLoca-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html	Vita Loca	Locations de matériel	Nº 5 sur 115 Activités de plein air à Marseille	8 rue de la Loge, 13002 Marseille France	172 avis	5	+33 7 68 62 36 83
https://www.tripadvisor.fr/Attraction_Review-g187242-d4450620-Reviews-La_Rose_des_Vents_II-Saint_Tropez_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_.html	La Rose des Vents II	Locations de bateaux, Croisières	Nº 3 sur 29 Visites guidées à Saint-Tropez	Saint-Tropez, France	93 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g187221-d2196451-Reviews-Cannes_Standup_Paddle-Cannes_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azu.html	Cannes Standup Paddle	Surf, planche à voile et kitesurf, Stand up paddle	Nº 2 sur 63 Activités de plein air à Cannes	Cannes, France	222 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g196677-d5580803-Reviews-Jet_007-Le_Lavandou_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html	Jet 007	Ski nautique et jet ski, Locations de matériel	Nº 1 sur 13 Visites guidées à Le Lavandou	Le Lavandou, France	122 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g677532-d5981954-Reviews-Buena_Vista_Rafting-Castellane_Alpes_de_Haute_Provence_Provence_Alpes_Cote_d_Azur.html	Buena Vista Rafting	Rafting et tubing	Nº 8 sur 22 Excursions en bateau et sports nautiques à Castellane	Castellane, France	250 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g187253-d15679243-Reviews-Fada_Bike-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html	Fada Bike	Visites guidées, Visites écologiques, Balades à vélo, Plus	Nº 6 sur 115 Activités de plein air à Marseille	Marseille, France	96 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g196675-d2627727-Reviews-ExpeNature-La_Ciotat_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html	ExpéNature	Kayak et canoë, Sports nautiques, Stand up paddle	Nº 3 sur 30 Visites guidées à La Ciotat	La Ciotat, France	132 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g187242-d5779313-Reviews-Marine_Air_Sport-Saint_Tropez_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Az.html	Marine Air Sport	Parachute ascensionnel et parapente	Nº 2 sur 29 Visites guidées à Saint-Tropez	Saint-Tropez, France	187 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g196675-d2398250-Reviews-Route_des_Cretes-La_Ciotat_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html	Route des Cretes	Routes touristiques	Nº 1 sur 16 choses à voir/à faire à La Ciotat	13260 La Ciotat France	712 avis	5	+33 892 39 01 03
